ENSMMUT00000063535	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	A protein or a member of a complex that interacts selectively and non-covalently with a specific DNA sequence (sometimes referred to as a motif) within the regulatory region of a RNA polymerase II-transcribed gene to modulate transcription. Regulatory regions include promoters (proximal and distal) and enhancers. Genes are transcriptional units.	molecular_function
ENSMMUT00000063535	GO:0006357	regulation of transcription by RNA polymerase II	Any process that modulates the frequency, rate or extent of transcription mediated by RNA polymerase II.	biological_process
ENSMMUT00000019633	GO:0003779	actin binding	Interacting selectively and non-covalently with monomeric or multimeric forms of actin, including actin filaments.	molecular_function
ENSMMUT00000019633	GO:0030036	actin cytoskeleton organization	A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of cytoskeletal structures comprising actin filaments and their associated proteins.	biological_process
ENSMMUT00000019633	GO:0006351	transcription, DNA-templated	The cellular synthesis of RNA on a template of DNA.	biological_process
ENSMMUT00000019633	GO:0007010	cytoskeleton organization	A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of cytoskeletal structures.	biological_process
ENSMMUT00000019633	GO:0046872	metal ion binding	Interacting selectively and non-covalently with any metal ion.	molecular_function
ENSMMUT00000027901	GO:0055114	oxidation-reduction process	A metabolic process that results in the removal or addition of one or more electrons to or from a substance, with or without the concomitant removal or addition of a proton or protons.	biological_process
ENSMMUT00000027901	GO:0005515	protein binding	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function
ENSMMUT00000027901	GO:0005506	iron ion binding	Interacting selectively and non-covalently with iron (Fe) ions.	molecular_function
ENSMMUT00000027901	GO:0046872	metal ion binding	Interacting selectively and non-covalently with any metal ion.	molecular_function
ENSMMUT00000027901	GO:0016702	oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen	Catalysis of an oxidation-reduction (redox) reaction in which hydrogen or electrons are transferred from one donor, and two oxygen atoms is incorporated into a donor.	molecular_function
ENSMMUT00000027901	GO:0016491	oxidoreductase activity	Catalysis of an oxidation-reduction (redox) reaction, a reversible chemical reaction in which the oxidation state of an atom or atoms within a molecule is altered. One substrate acts as a hydrogen or electron donor and becomes oxidized, while the other acts as hydrogen or electron acceptor and becomes reduced.	molecular_function
ENSMMUT00000027901	GO:0051213	dioxygenase activity	Catalysis of an oxidation-reduction (redox) reaction in which both atoms of oxygen from one molecule of O2 are incorporated into the (reduced) product(s) of the reaction. The two atoms of oxygen may be distributed between two different products.	molecular_function
ENSMMUT00000071454	GO:0005515	protein binding	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function
ENSMMUT00000071454	GO:0005739	mitochondrion	A semiautonomous, self replicating organelle that occurs in varying numbers, shapes, and sizes in the cytoplasm of virtually all eukaryotic cells. It is notably the site of tissue respiration.	cellular_component
ENSMMUT00000071454	GO:0004842	ubiquitin-protein transferase activity	Catalysis of the transfer of ubiquitin from one protein to another via the reaction X-Ub + Y --> Y-Ub + X, where both X-Ub and Y-Ub are covalent linkages.	molecular_function
ENSMMUT00000071454	GO:0016567	protein ubiquitination	The process in which one or more ubiquitin groups are added to a protein.	biological_process
ENSMMUT00000071454	GO:0005829	cytosol	The part of the cytoplasm that does not contain organelles but which does contain other particulate matter, such as protein complexes.	cellular_component
ENSMMUT00000071454	GO:0046872	metal ion binding	Interacting selectively and non-covalently with any metal ion.	molecular_function
ENSMMUT00000071454	GO:0016740	transferase activity	Catalysis of the transfer of a group, e.g. a methyl group, glycosyl group, acyl group, phosphorus-containing, or other groups, from one compound (generally regarded as the donor) to another compound (generally regarded as the acceptor). Transferase is the systematic name for any enzyme of EC class 2.	molecular_function
ENSMMUT00000071454	GO:0005634	nucleus	A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent.	cellular_component
ENSMMUT00000071454	GO:0000151	ubiquitin ligase complex	A protein complex that includes a ubiquitin-protein ligase and enables ubiquitin protein ligase activity. The complex also contains other proteins that may confer substrate specificity on the complex.	cellular_component
ENSMMUT00000038946	GO:0005515	protein binding	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function
ENSMMUT00000038946	GO:0035556	intracellular signal transduction	The process in which a signal is passed on to downstream components within the cell, which become activated themselves to further propagate the signal and finally trigger a change in the function or state of the cell.	biological_process
ENSMMUT00000038946	GO:0030971	receptor tyrosine kinase binding	Interacting selectively and non-covalently with a receptor that possesses protein tyrosine kinase activity.	molecular_function
ENSMMUT00000038946	GO:0000187	activation of MAPK activity	The initiation of the activity of the inactive enzyme MAP kinase (MAPK).	biological_process
ENSMMUT00000038946	GO:0005886	plasma membrane	The membrane surrounding a cell that separates the cell from its external environment. It consists of a phospholipid bilayer and associated proteins.	cellular_component
ENSMMUT00000024656	GO:0005515	protein binding	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function
ENSMMUT00000024656	GO:0009615	response to virus	Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus from a virus.	biological_process
ENSMMUT00000024656	GO:0050688	regulation of defense response to virus	Any process that modulates the frequency, rate or extent of the antiviral response of a cell or organism.	biological_process
ENSMMUT00000024656	GO:0071357	cellular response to type I interferon	Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a type I interferon stimulus. Type I interferons include the interferon-alpha, beta, delta, episilon, zeta, kappa, tau, and omega gene families.	biological_process
ENSMMUT00000024656	GO:0071360	cellular response to exogenous dsRNA	Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an exogenous double-stranded RNA stimulus.	biological_process
ENSMMUT00000024656	GO:0005737	cytoplasm	All of the contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures.	cellular_component
ENSMMUT00000024656	GO:0005829	cytosol	The part of the cytoplasm that does not contain organelles but which does contain other particulate matter, such as protein complexes.	cellular_component
ENSMMUT00000024656	GO:0051607	defense response to virus	Reactions triggered in response to the presence of a virus that act to protect the cell or organism.	biological_process
ENSMMUT00000024656	GO:0043657	host cell	A cell within a host organism. Includes the host plasma membrane and any external encapsulating structures such as the host cell wall and cell envelope.	cellular_component
ENSMMUT00000024656	GO:0003723	RNA binding	Interacting selectively and non-covalently with an RNA molecule or a portion thereof.	molecular_function
