Transcript,Protein,Num del,Num dup
ENST00000377081,ENSP00000366284,3,0
ENST00000270776,ENSP00000270776,0,0
ENST00000400900,ENSP00000383692,0,0
ENST00000309048,ENSP00000308583,0,0
ENST00000377049,ENSP00000366248,0,0
ENST00000377038,ENSP00000366237,0,0
ENST00000356607,ENSP00000349016,2,0
ENST00000377022,ENSP00000366221,0,0
ENST00000377004,ENSP00000366203,1,0
ENST00000614757,ENSP00000481867,0,0
ENST00000400897,ENSP00000383690,0,0
ENST00000376957,ENSP00000366156,1,1
ENST00000376936,ENSP00000366135,1,1
ENST00000361445,ENSP00000354558,0,0
ENST00000376819,ENSP00000366015,0,0
ENST00000376810,ENSP00000366006,0,0
ENST00000294484,ENSP00000294484,0,0
ENST00000354287,ENSP00000346240,0,0
ENST00000376768,ENSP00000365959,0,0
ENST00000376753,ENSP00000365944,0,0
ENST00000376672,ENSP00000365860,1,0
ENST00000294485,ENSP00000294485,0,0
ENST00000376627,ENSP00000365814,0,0
ENST00000433342,ENSP00000414909,0,0
ENST00000376585,ENSP00000365770,0,0
ENST00000376496,ENSP00000365679,0,0
ENST00000610706,ENSP00000483195,0,0
ENST00000376468,ENSP00000365651,0,0
ENST00000376576,ENSP00000365760,0,0
ENST00000196061,ENSP00000196061,0,0
ENST00000235329,ENSP00000235329,1,0
ENST00000235332,ENSP00000235332,0,0
ENST00000263932,ENSP00000263932,1,0
ENST00000376259,ENSP00000365435,0,0
ENST00000620676,ENSP00000478104,0,0
ENST00000616661,ENSP00000480439,0,0
ENST00000376221,ENSP00000365395,0,0
ENST00000359318,ENSP00000352268,0,0
ENST00000614859,ENSP00000477802,0,0
ENST00000357726,ENSP00000350358,0,0
ENST00000332296,ENSP00000332134,0,0
ENST00000619922,ENSP00000480027,0,0
ENST00000617044,ENSP00000479365,1,0
ENST00000317869,ENSP00000365370,0,0
ENST00000240189,ENSP00000240189,0,0
ENST00000235349,ENSP00000235349,0,0
ENST00000235347,ENSP00000235347,0,0
ENST00000616979,ENSP00000484237,0,0
ENST00000376189,ENSP00000365360,0,0
ENST00000436041,ENSP00000393136,0,0
ENST00000624207,ENSP00000485656,0,0
ENST00000614839,ENSP00000481683,0,0
ENST00000617807,ENSP00000478017,0,0
ENST00000621994,ENSP00000479203,0,0
ENST00000323770,ENSP00000485450,0,0
ENST00000415919,ENSP00000485258,0,0
ENST00000624297,ENSP00000485473,0,0
ENST00000622421,ENSP00000480122,0,0
ENST00000621519,ENSP00000484753,0,0
ENST00000376152,ENSP00000365322,0,0
ENST00000334600,ENSP00000334410,0,0
ENST00000376101,ENSP00000365269,0,0
ENST00000376098,ENSP00000365266,0,0
ENST00000602960,ENSP00000473584,0,0
ENST00000376085,ENSP00000365253,0,0
ENST00000617617,ENSP00000479591,0,0
ENST00000235372,ENSP00000235372,0,0
ENST00000376014,ENSP00000365182,0,0
ENST00000375998,ENSP00000365166,0,0
ENST00000375980,ENSP00000365147,0,0
ENST00000375949,ENSP00000365116,0,0
ENST00000359621,ENSP00000352639,0,0
ENST00000375910,ENSP00000365075,0,0
ENST00000546424,ENSP00000449584,0,0
ENST00000375847,ENSP00000365007,0,0
ENST00000375826,ENSP00000364986,0,0
ENST00000480945,ENSP00000417748,0,0
ENST00000345034,ENSP00000341963,0,0
ENST00000375799,ENSP00000364956,0,0
ENST00000294454,ENSP00000294454,0,0
ENST00000375782,ENSP00000364938,0,0
ENST00000441801,ENSP00000416387,0,0
ENST00000483273,ENSP00000485401,0,0
ENST00000375759,ENSP00000364912,0,0
ENST00000375733,ENSP00000364885,0,0
ENST00000329454,ENSP00000332162,0,0
ENST00000375718,ENSP00000364870,0,0
ENST00000331433,ENSP00000332771,0,0
ENST00000375679,ENSP00000364831,0,0
ENST00000375662,ENSP00000364814,0,0
ENST00000358432,ENSP00000351209,1,0
ENST00000270747,ENSP00000270747,0,0
ENST00000375599,ENSP00000364749,0,0
ENST00000375592,ENSP00000364742,0,0
ENST00000401088,ENSP00000383866,0,0
ENST00000335496,ENSP00000335612,0,0
ENST00000443980,ENSP00000391942,0,0
ENST00000430580,ENSP00000474456,0,0
ENST00000375541,ENSP00000364691,0,0
ENST00000375535,ENSP00000364685,0,0
ENST00000326735,ENSP00000327214,0,0
ENST00000375499,ENSP00000364649,0,0
ENST00000375486,ENSP00000364635,0,0
ENST00000375471,ENSP00000364620,0,0
ENST00000375460,ENSP00000364609,0,0
ENST00000375448,ENSP00000364597,1,0
ENST00000619609,ENSP00000483125,0,0
ENST00000375433,ENSP00000364582,0,0
ENST00000361221,ENSP00000355060,3,0
ENST00000617065,ENSP00000481590,0,0
ENST00000251296,ENSP00000251296,2,0
ENST00000400664,ENSP00000383505,0,0
ENST00000375375,ENSP00000364524,1,0
ENST00000375371,ENSP00000364520,0,0
ENST00000494072,ENSP00000455952,0,0
ENST00000290597,ENSP00000290597,0,0
ENST00000455833,ENSP00000387941,0,0
ENST00000375254,ENSP00000364403,0,0
ENST00000477853,ENSP00000420608,0,0
ENST00000330263,ENSP00000364320,0,0
ENST00000429712,ENSP00000411913,0,0
ENST00000361640,ENSP00000355377,0,0
ENST00000235835,ENSP00000235835,0,0
ENST00000375153,ENSP00000364295,0,0
ENST00000433834,ENSP00000401010,0,1
ENST00000322753,ENSP00000325562,0,0
ENST00000602384,ENSP00000473550,1,0
ENST00000289749,ENSP00000289749,1,0
ENST00000289753,ENSP00000289753,0,0
ENST00000294543,ENSP00000294543,0,0
ENST00000375121,ENSP00000364263,0,0
ENST00000375120,ENSP00000364261,0,0
ENST00000375116,ENSP00000364257,0,0
ENST00000375111,ENSP00000364252,0,0
ENST00000375108,ENSP00000364249,0,0
ENST00000375105,ENSP00000364246,0,0
ENST00000375102,ENSP00000364243,0,0
ENST00000247992,ENSP00000247992,0,0
ENST00000375099,ENSP00000364240,0,0
ENST00000375079,ENSP00000364220,0,0
ENST00000375078,ENSP00000364219,0,0
ENST00000264198,ENSP00000264198,0,0
ENST00000332947,ENSP00000331397,0,0
ENST00000375071,ENSP00000364212,0,0
ENST00000321556,ENSP00000364204,0,0
ENST00000415136,ENSP00000399457,0,0
ENST00000247986,ENSP00000247986,0,1
ENST00000444387,ENSP00000406026,0,0
ENST00000312239,ENSP00000312625,0,0
ENST00000634879,ENSP00000489051,4,0
ENST00000318249,ENSP00000316782,0,0
ENST00000374832,ENSP00000363965,0,0
ENST00000374763,ENSP00000363895,0,0
ENST00000529637,ENSP00000431949,1,0
ENST00000543870,ENSP00000444097,1,0
ENST00000374695,ENSP00000363827,1,0
ENST00000337107,ENSP00000338369,0,0
ENST00000290122,ENSP00000290122,0,0
ENST00000400259,ENSP00000383118,0,0
ENST00000290167,ENSP00000290167,0,1
ENST00000375647,ENSP00000364798,0,0
ENST00000166244,ENSP00000166244,0,0
ENST00000402322,ENSP00000385564,0,0
ENST00000374640,ENSP00000363771,0,0
ENST00000314933,ENSP00000313967,0,0
ENST00000400191,ENSP00000383053,0,1
ENST00000426928,ENSP00000402297,1,0
ENST00000440767,ENSP00000487236,0,0
ENST00000400181,ENSP00000383042,0,0
ENST00000302291,ENSP00000303758,0,0
ENST00000374619,ENSP00000363748,0,0
ENST00000374616,ENSP00000363745,2,0
ENST00000314011,ENSP00000313582,0,0
ENST00000450454,ENSP00000406293,0,0
ENST00000336689,ENSP00000338769,0,0
ENST00000361729,ENSP00000355249,0,0
ENST00000374561,ENSP00000363689,0,0
ENST00000613537,ENSP00000484196,0,0
ENST00000246151,ENSP00000246151,0,0
ENST00000374514,ENSP00000363638,0,0
ENST00000374497,ENSP00000363621,0,0
ENST00000374490,ENSP00000363614,0,0
ENST00000374479,ENSP00000363603,0,0
ENST00000374472,ENSP00000363596,0,0
ENST00000334351,ENSP00000334840,0,0
ENST00000492112,ENSP00000420195,0,0
ENST00000374434,ENSP00000363557,1,0
ENST00000270800,ENSP00000270800,0,0
ENST00000327535,ENSP00000327824,0,0
ENST00000350501,ENSP00000288955,0,0
ENST00000337248,ENSP00000337461,3,0
ENST00000374399,ENSP00000363520,0,0
ENST00000374395,ENSP00000363516,2,1
ENST00000374392,ENSP00000363513,0,0
ENST00000374389,ENSP00000363510,0,0
ENST00000374379,ENSP00000363500,1,0
ENST00000338888,ENSP00000343477,0,1
ENST00000236273,ENSP00000236273,0,0
ENST00000243189,ENSP00000243189,0,0
ENST00000342055,ENSP00000339577,0,0
ENST00000374358,ENSP00000363478,0,0
ENST00000294413,ENSP00000294413,0,0
ENST00000374343,ENSP00000363463,0,0
ENST00000374338,ENSP00000363458,0,0
ENST00000374332,ENSP00000363452,0,0
ENST00000361547,ENSP00000355141,0,0
ENST00000527604,ENSP00000457066,0,0
ENST00000374301,ENSP00000363419,0,0
ENST00000538789,ENSP00000443647,0,0
ENST00000374296,ENSP00000363414,0,0
ENST00000426559,ENSP00000410452,0,0
ENST00000374282,ENSP00000363400,0,0
ENST00000374280,ENSP00000363398,0,0
ENST00000374276,ENSP00000363394,0,0
ENST00000374272,ENSP00000363390,0,1
ENST00000374271,ENSP00000363389,0,0
ENST00000374268,ENSP00000363386,0,0
ENST00000634842,ENSP00000489320,0,0
ENST00000448923,ENSP00000489429,0,0
ENST00000270812,ENSP00000270812,0,0
ENST00000374253,ENSP00000363371,0,0
ENST00000338855,ENSP00000341006,0,0
ENST00000252992,ENSP00000252992,1,0
ENST00000270792,ENSP00000270792,0,0
ENST00000374222,ENSP00000363339,0,0
ENST00000374213,ENSP00000363330,0,0
ENST00000475866,ENSP00000428746,0,0
ENST00000436292,ENSP00000388792,0,0
ENST00000254231,ENSP00000254231,0,0
ENST00000360009,ENSP00000353104,1,0
ENST00000619352,ENSP00000481160,0,0
ENST00000531382,ENSP00000435412,0,0
ENST00000324856,ENSP00000320485,0,0
ENST00000374145,ENSP00000363260,0,0
ENST00000374142,ENSP00000363257,0,0
ENST00000339276,ENSP00000340989,0,0
ENST00000374135,ENSP00000363250,0,0
ENST00000361720,ENSP00000354645,0,0
ENST00000321265,ENSP00000319664,0,0
ENST00000254227,ENSP00000254227,0,0
ENST00000320567,ENSP00000319179,1,0
ENST00000522111,ENSP00000429216,0,0
ENST00000289166,ENSP00000289166,0,0
ENST00000263980,ENSP00000263980,0,0
ENST00000319394,ENSP00000317971,1,0
ENST00000374076,ENSP00000363189,0,0
ENST00000616558,ENSP00000481032,0,0
ENST00000357582,ENSP00000350195,0,0
ENST00000270879,ENSP00000270879,0,0
ENST00000374030,ENSP00000363142,0,0
ENST00000374024,ENSP00000363136,0,0
ENST00000618852,ENSP00000483313,0,0
ENST00000247087,ENSP00000247087,0,0
ENST00000374005,ENSP00000363117,0,0
ENST00000339145,ENSP00000342513,0,0
ENST00000010299,ENSP00000010299,0,0
ENST00000373943,ENSP00000363054,2,0
ENST00000311772,ENSP00000311677,0,0
ENST00000373921,ENSP00000363031,0,0
ENST00000313433,ENSP00000363015,0,0
ENST00000373894,ENSP00000363001,0,0
ENST00000373884,ENSP00000362991,0,0
ENST00000373871,ENSP00000362978,0,0
ENST00000539896,ENSP00000442658,0,1
ENST00000263697,ENSP00000263697,0,0
ENST00000335514,ENSP00000335203,0,0
ENST00000253063,ENSP00000253063,0,0
ENST00000398997,ENSP00000381963,0,0
ENST00000373836,ENSP00000362942,0,0
ENST00000373830,ENSP00000362936,2,0
ENST00000373824,ENSP00000362930,3,0
ENST00000294409,ENSP00000294409,0,0
ENST00000542507,ENSP00000444660,0,0
ENST00000234961,ENSP00000234961,2,0
ENST00000343067,ENSP00000345259,0,0
ENST00000420504,ENSP00000428544,0,0
ENST00000373795,ENSP00000362900,0,0
ENST00000263702,ENSP00000263702,1,0
ENST00000345512,ENSP00000334941,1,0
ENST00000373765,ENSP00000362870,0,0
ENST00000294507,ENSP00000294507,1,0
ENST00000339394,ENSP00000344468,0,0
ENST00000373741,ENSP00000362846,2,0
ENST00000373736,ENSP00000362841,1,0
ENST00000263694,ENSP00000263694,0,0
ENST00000615916,ENSP00000480986,0,0
ENST00000373713,ENSP00000362817,0,0
ENST00000373710,ENSP00000362814,0,0
ENST00000271064,ENSP00000271064,1,0
ENST00000403528,ENSP00000384387,0,0
ENST00000373703,ENSP00000362807,0,0
ENST00000373672,ENSP00000362776,0,0
ENST00000373658,ENSP00000362762,0,0
ENST00000360482,ENSP00000353670,0,0
ENST00000602725,ENSP00000473259,0,0
ENST00000327300,ENSP00000313829,0,0
ENST00000336294,ENSP00000338165,0,0
ENST00000373625,ENSP00000362728,0,0
ENST00000373609,ENSP00000362711,1,0
ENST00000421922,ENSP00000413017,0,0
ENST00000537469,ENSP00000442291,0,0
ENST00000409358,ENSP00000386870,0,0
ENST00000373593,ENSP00000362695,0,0
ENST00000373586,ENSP00000362688,0,0
ENST00000373582,ENSP00000362684,0,0
ENST00000333070,ENSP00000328213,0,0
ENST00000373548,ENSP00000362649,0,0
ENST00000329421,ENSP00000362638,0,0
ENST00000373534,ENSP00000362634,0,0
ENST00000432622,ENSP00000455971,0,0
ENST00000341071,ENSP00000344816,0,0
ENST00000480336,ENSP00000455300,2,1
ENST00000609129,ENSP00000476499,0,0
ENST00000373510,ENSP00000362609,2,1
ENST00000468695,ENSP00000417677,0,0
ENST00000373493,ENSP00000362592,0,0
ENST00000409190,ENSP00000386439,0,0
ENST00000401073,ENSP00000383851,0,0
ENST00000373477,ENSP00000362576,0,0
ENST00000373475,ENSP00000362574,0,0
ENST00000373471,ENSP00000362570,0,0
ENST00000373467,ENSP00000362566,0,0
ENST00000373463,ENSP00000362562,0,0
ENST00000373456,ENSP00000362555,0,0
ENST00000354858,ENSP00000346921,0,0
ENST00000373441,ENSP00000362540,0,0
ENST00000291416,ENSP00000291416,0,0
ENST00000373428,ENSP00000362527,1,0
ENST00000442999,ENSP00000475261,0,0
ENST00000257118,ENSP00000257118,0,0
ENST00000361328,ENSP00000355053,0,0
ENST00000373381,ENSP00000362479,3,0
ENST00000519684,ENSP00000429214,0,0
ENST00000488417,ENSP00000435634,0,0
ENST00000521580,ENSP00000428585,0,0
ENST00000338513,ENSP00000340811,0,0
ENST00000339480,ENSP00000345868,0,0
ENST00000373362,ENSP00000362460,0,0
ENST00000342280,ENSP00000343676,0,0
ENST00000373347,ENSP00000362444,0,0
ENST00000487874,ENSP00000421752,0,0
ENST00000373337,ENSP00000362435,0,0
ENST00000357182,ENSP00000349708,0,0
ENST00000359858,ENSP00000352920,0,0
ENST00000357214,ENSP00000349748,0,0
ENST00000314607,ENSP00000322915,0,0
ENST00000325722,ENSP00000318406,0,0
ENST00000373243,ENSP00000362340,0,0
ENST00000373235,ENSP00000362332,0,0
ENST00000373237,ENSP00000362334,3,0
ENST00000270815,ENSP00000425166,0,0
ENST00000318121,ENSP00000312995,0,0
ENST00000373210,ENSP00000362306,0,0
ENST00000373204,ENSP00000362300,0,0
ENST00000373191,ENSP00000362287,0,0
ENST00000207457,ENSP00000207457,0,0
ENST00000373178,ENSP00000362273,0,0
ENST00000303143,ENSP00000305913,0,0
ENST00000616395,ENSP00000480332,0,0
ENST00000373151,ENSP00000362244,0,0
ENST00000354618,ENSP00000346634,0,0
ENST00000453908,ENSP00000403476,0,0
ENST00000270824,ENSP00000270824,0,0
ENST00000373130,ENSP00000362222,0,0
ENST00000315732,ENSP00000319341,0,0
ENST00000356637,ENSP00000349052,0,0
ENST00000373116,ENSP00000362208,0,0
ENST00000373103,ENSP00000362195,0,0
ENST00000373091,ENSP00000362183,1,0
ENST00000373087,ENSP00000362179,0,0
ENST00000373075,ENSP00000362166,1,0
ENST00000296215,ENSP00000296215,0,0
ENST00000296218,ENSP00000296218,0,0
ENST00000373062,ENSP00000362153,0,0
ENST00000356545,ENSP00000348944,0,0
ENST00000358011,ENSP00000350704,0,0
ENST00000373055,ENSP00000362146,0,0
ENST00000427468,ENSP00000397746,0,0
ENST00000373045,ENSP00000362136,0,0
ENST00000373044,ENSP00000362135,0,0
ENST00000373042,ENSP00000362133,0,0
ENST00000373036,ENSP00000362127,1,0
ENST00000373023,ENSP00000362114,0,0
ENST00000373019,ENSP00000362110,0,1
ENST00000373016,ENSP00000362107,0,0
ENST00000373014,ENSP00000362105,0,0
ENST00000373012,ENSP00000362103,0,0
ENST00000373001,ENSP00000362092,0,0
ENST00000397572,ENSP00000380702,0,0
ENST00000454994,ENSP00000406846,0,0
ENST00000360786,ENSP00000354020,0,0
ENST00000289248,ENSP00000289248,0,0
ENST00000432648,ENSP00000392678,0,0
ENST00000372969,ENSP00000362060,0,0
ENST00000567887,ENSP00000455823,1,1
ENST00000331593,ENSP00000327440,0,1
ENST00000372858,ENSP00000361949,0,0
ENST00000372852,ENSP00000361943,0,0
ENST00000235628,ENSP00000235628,0,0
ENST00000617690,ENSP00000481834,0,0
ENST00000372830,ENSP00000361918,0,0
ENST00000372827,ENSP00000361915,0,0
ENST00000327582,ENSP00000361914,0,0
ENST00000316891,ENSP00000321810,0,0
ENST00000397332,ENSP00000380494,0,0
ENST00000372809,ENSP00000361895,0,1
ENST00000372792,ENSP00000361878,0,0
ENST00000372771,ENSP00000361857,0,0
ENST00000372766,ENSP00000361852,0,0
ENST00000372759,ENSP00000361845,0,0
ENST00000372748,ENSP00000361834,0,0
ENST00000372718,ENSP00000361803,0,0
ENST00000361584,ENSP00000354547,0,0
ENST00000372706,ENSP00000361791,0,0
ENST00000372703,ENSP00000361788,1,0
ENST00000372683,ENSP00000361768,0,0
ENST00000308733,ENSP00000312617,1,0
ENST00000347132,ENSP00000262916,0,0
ENST00000372638,ENSP00000361721,0,0
ENST00000302946,ENSP00000304401,1,0
ENST00000397174,ENSP00000380359,3,0
ENST00000372587,ENSP00000361668,0,0
ENST00000372583,ENSP00000361664,4,0
ENST00000372581,ENSP00000361662,0,0
ENST00000357001,ENSP00000349493,0,0
ENST00000361346,ENSP00000354620,1,0
ENST00000431473,ENSP00000414330,0,1
ENST00000372565,ENSP00000361646,0,1
ENST00000372561,ENSP00000361642,0,1
ENST00000340612,ENSP00000340378,0,0
ENST00000304979,ENSP00000306614,0,0
ENST00000436427,ENSP00000389639,0,0
ENST00000296387,ENSP00000296387,0,0
ENST00000236040,ENSP00000236040,0,0
ENST00000372525,ENSP00000361603,0,0
ENST00000603943,ENSP00000473874,0,0
ENST00000372522,ENSP00000361600,0,0
ENST00000372517,ENSP00000361595,0,0
ENST00000372502,ENSP00000361580,0,0
ENST00000426263,ENSP00000416293,0,0
ENST00000409396,ENSP00000387254,0,0
ENST00000431635,ENSP00000407323,0,0
ENST00000610710,ENSP00000479773,0,0
ENST00000439858,ENSP00000429775,0,0
ENST00000423420,ENSP00000429399,0,0
ENST00000372476,ENSP00000361554,0,0
ENST00000372470,ENSP00000361548,0,0
ENST00000372462,ENSP00000361540,0,0
ENST00000372458,ENSP00000361536,0,0
ENST00000290663,ENSP00000290663,0,0
ENST00000634258,ENSP00000489255,0,0
ENST00000372434,ENSP00000361511,0,0
ENST00000359947,ENSP00000353030,1,0
ENST00000372396,ENSP00000361473,1,0
ENST00000438616,ENSP00000391998,0,0
ENST00000372343,ENSP00000361418,0,0
ENST00000255108,ENSP00000255108,0,0
ENST00000532642,ENSP00000434729,0,0
ENST00000309519,ENSP00000310696,0,0
ENST00000372318,ENSP00000361392,0,0
ENST00000360584,ENSP00000353791,0,0
ENST00000372299,ENSP00000361373,0,0
ENST00000634670,ENSP00000489024,0,0
ENST00000315913,ENSP00000312697,0,0
ENST00000372257,ENSP00000361331,0,0
ENST00000361799,ENSP00000354872,0,0
ENST00000372237,ENSP00000361311,0,0
ENST00000535358,ENSP00000440524,0,0
ENST00000372224,ENSP00000361298,0,0
ENST00000396651,ENSP00000379888,0,0
ENST00000372207,ENSP00000361281,0,0
ENST00000372201,ENSP00000361275,0,0
ENST00000339355,ENSP00000341803,0,0
ENST00000450269,ENSP00000395461,0,0
ENST00000372192,ENSP00000361266,1,0
ENST00000360403,ENSP00000353575,1,1
ENST00000372172,ENSP00000361245,0,0
ENST00000246337,ENSP00000246337,0,0
ENST00000359600,ENSP00000352614,3,0
ENST00000334815,ENSP00000335060,0,0
ENST00000450313,ENSP00000408176,0,0
ENST00000372090,ENSP00000361162,0,0
ENST00000372086,ENSP00000361158,2,0
ENST00000629482,ENSP00000486197,0,0
ENST00000401061,ENSP00000383840,0,0
ENST00000319248,ENSP00000361152,0,0
ENST00000351829,ENSP00000312606,0,0
ENST00000350030,ENSP00000255120,0,0
ENST00000528266,ENSP00000432172,0,0
ENST00000355105,ENSP00000347224,0,0
ENST00000372025,ENSP00000361095,0,0
ENST00000396478,ENSP00000379739,1,0
ENST00000361297,ENSP00000354671,2,0
ENST00000262741,ENSP00000262741,0,0
ENST00000540385,ENSP00000439913,0,0
ENST00000372003,ENSP00000361072,0,0
ENST00000506599,ENSP00000480059,0,0
ENST00000371992,ENSP00000361060,1,0
ENST00000371980,ENSP00000361048,1,0
ENST00000442598,ENSP00000396113,0,0
ENST00000343304,ENSP00000343298,0,0
ENST00000496387,ENSP00000477826,0,0
ENST00000498008,ENSP00000478740,0,0
ENST00000243167,ENSP00000243167,0,0
ENST00000371956,ENSP00000361024,0,0
ENST00000634804,ENSP00000489149,0,0
ENST00000481882,ENSP00000419705,0,0
ENST00000271139,ENSP00000271139,0,0
ENST00000371937,ENSP00000361005,0,0
ENST00000334122,ENSP00000455854,0,0
ENST00000371933,ENSP00000361001,0,0
ENST00000371923,ENSP00000360991,2,0
ENST00000371904,ENSP00000360971,0,0
ENST00000371901,ENSP00000360968,0,0
ENST00000334194,ENSP00000334246,0,0
ENST00000620131,ENSP00000479019,0,0
ENST00000371885,ENSP00000360952,0,0
ENST00000371884,ENSP00000360951,0,0
ENST00000371877,ENSP00000360944,0,0
ENST00000371873,ENSP00000360939,0,0
ENST00000335071,ENSP00000334472,0,0
ENST00000334793,ENSP00000335493,0,0
ENST00000606738,ENSP00000476820,0,0
ENST00000236495,ENSP00000236495,0,0
ENST00000371847,ENSP00000360913,0,0
ENST00000371839,ENSP00000360905,2,0
ENST00000371833,ENSP00000360899,0,0
ENST00000357083,ENSP00000349594,0,0
ENST00000418121,ENSP00000399370,0,0
ENST00000396153,ENSP00000379457,0,1
ENST00000262662,ENSP00000262662,0,0
ENST00000371759,ENSP00000360824,1,0
ENST00000242719,ENSP00000242719,0,0
ENST00000447632,ENSP00000393952,0,0
ENST00000371733,ENSP00000360798,1,0
ENST00000447887,ENSP00000412733,0,0
ENST00000354831,ENSP00000346890,0,0
ENST00000371655,ENSP00000360718,0,0
ENST00000371626,ENSP00000360688,0,0
ENST00000371614,ENSP00000360676,0,0
ENST00000313334,ENSP00000360664,0,0
ENST00000287727,ENSP00000287727,1,0
ENST00000371586,ENSP00000360642,0,0
ENST00000371568,ENSP00000360623,0,0
